"year","OHI_Region_No","Major_Functional_Group","Total_Biomass_kg","Total_Days","OLD_mean_CPUE.recent","NEW_mean_CPUE.recent","Total_Value_mxn","n_records"
2014,"Region_2","Marine algae",28100,19,1350,1478.94736842105,196700,6
2014,"Region_2","Marine fishes NEI",1512,47,35.6160256410256,32.1702127659574,16753,13
2014,"Region_2","Molluscs excl. Cephalopods",691297.93,419,2283.72590182648,1649.87572792363,14532230.11,292
2014,"Region_2","Other marine invertebrates",83,12,6.91666666666667,6.91666666666667,8300,4
2014,"Region_2","Pelagic marine fishes",308659.6,599,586.540385610766,515.291485809683,3866650,184
2014,"Region_2","Sharks",141723.945,1093,166.218939718209,129.665091491308,1735546.8,267
2014,"Region_2",NA,79713.65,642,118.644143181082,124.164563862928,1213993,147
2014,"Region_3","Cephalopods",13231628.05,2154,6541.02817431478,6142.81710770659,55300755,688
2014,"Region_3","Crustaceans",77283,158,627.903225806452,489.132911392405,12916815,62
2014,"Region_3","Demersal marine fishes",817082.35,7793,109.319011594618,104.848242012062,14840034.5,2495
2014,"Region_3","Marine algae",28338,12,2361.5,2361.5,61399,4
2014,"Region_3","Marine fishes NEI",31729.35,428,74.299012345679,74.1339953271028,307767,135
2014,"Region_3","Molluscs excl. Cephalopods",112055.86,258,413.208550724638,434.32503875969,8278707,92
2014,"Region_3","Other marine invertebrates",35290,39,904.871794871795,904.871794871795,1977400,13
2014,"Region_3","Pelagic marine fishes",794932.75,1871,455.870960187354,424.870523784073,9220387,610
2014,"Region_3","Sharks",157780.4,963,167.469676034348,163.842575285566,1824189,305
2014,"Region_3",NA,168755.9,880,209.464975369458,191.768068181818,2029765.5,290
2014,"Region_4","Cephalopods",2417413.5,356,7793.47447503307,6790.48735955056,9718268,96
2014,"Region_4","Crustaceans",42730,146,299.876543209877,292.671232876712,755660,54
2014,"Region_4","Demersal marine fishes",2274196.05,27188,101.364080699077,83.6470520082389,50641487.5,5826
2014,"Region_4","Marine fishes NEI",47633.3,953,55.1179582643868,49.9824763903463,381408,259
2014,"Region_4","Molluscs excl. Cephalopods",290449,671,585.505503217184,432.859910581222,1410004,244
2014,"Region_4","Pelagic marine fishes",603694.6,14887,73.0229781972922,40.5517968697521,15942414.5,1869
2014,"Region_4","Sharks",540374.6,2761,192.053253169383,195.716986599058,7196985,623
2014,"Region_4","Shrimps, prawns",217811.2,330,883.795390996153,660.033939393939,10182210,79
2014,"Region_4",NA,325458.45,3662,93.47706806229,88.8745084653195,4558603,896
2014,"Region_4_5_6_Sonora_TBD","Cephalopods",632258.9,403,1960.95882741986,1568.88064516129,4350661,35
2014,"Region_4_5_6_Sonora_TBD","Demersal marine fishes",132035.4,556,409.812504185365,237.473741007194,1673599,60
2014,"Region_4_5_6_Sonora_TBD","Molluscs excl. Cephalopods",70,3,23.3333333333333,23.3333333333333,400,1
2014,"Region_4_5_6_Sonora_TBD","Pelagic marine fishes",203939650.16,10675,24173.1843719575,19104.416876815,235523508,2009
2014,"Region_4_5_6_Sonora_TBD","Sharks",6578,110,62.1830748746867,59.8,80790,8
2014,"Region_4_5_6_Sonora_TBD","Shrimps, prawns",84136,342,860.641939358091,246.011695906433,6215530,27
2014,"Region_4_5_6_Sonora_TBD",NA,80650,18,8918.88888888889,4480.55555555556,86500,3
2014,"Region_5","Cephalopods",88245,147,510.37343358396,600.30612244898,203520,19
2014,"Region_5","Crustaceans",62729,131,503.087301587302,478.847328244275,1099313,42
2014,"Region_5","Demersal marine fishes",16282458.6,26970,874.362124779829,603.724827586207,158121294.5,5336
2014,"Region_5","Marine fishes NEI",650,10,70.8333333333333,65,3550,2
2014,"Region_5","Molluscs excl. Cephalopods",115491.5,199,606.332159624413,580.359296482412,1852974,71
2014,"Region_5","Pelagic marine fishes",2318934.28,3016,829.52718235167,768.877413793103,28503529.5,951
2014,"Region_5","Sharks",1443911.45,3325,499.598011163372,434.259082706767,12601196,403
2014,"Region_5","Shrimps, prawns",3346454.512,29380,108.899584571018,113.902468073519,345569962,4382
2014,"Region_5",NA,6781,19,421.647619047619,356.894736842105,58053,5
2014,"Region_6","Cephalopods",162375,333,501.847993827161,487.612612612613,2389900,108
2014,"Region_6","Crustaceans",1046668.47,1201,1234.74805705508,871.497477102415,19915888.93,455
2014,"Region_6","Demersal marine fishes",646417.2,1602,483.896779964222,403.506367041198,14377555.5,559
2014,"Region_6","Molluscs excl. Cephalopods",275940.2,199,1340.26803652968,1386.63417085427,12973849,73
2014,"Region_6","Pelagic marine fishes",340534,402,856.345238095238,847.099502487562,9469077,133
2014,"Region_6","Sharks",170926.85,270,647.11597985348,633.062407407407,2274749,91
2014,"Region_6","Shrimps, prawns",62612.44,268,371.818751803752,233.628507462687,5593442,88
2014,"Region_6",NA,17626956,720,46550.0239197531,24481.8833333333,41285945,324
2014,"Region_7","Cephalopods",4316315.3,3594,1669.91256933792,1200.97810239288,66712345.5,434
2014,"Region_7","Crustaceans",3315697.2,3659,949.661278579666,906.175785733807,43139136.6,1303
2014,"Region_7","Demersal marine fishes",3340610.25,9921,418.60387976576,336.721121862715,45311593,2410
2014,"Region_7","Marine fishes NEI",3630.6,54,101.582432844933,67.2333333333333,30884,8
2014,"Region_7","Molluscs excl. Cephalopods",3375950.1,1483,2319.18975727563,2276.43297370196,35964684.5,518
2014,"Region_7","Pelagic marine fishes",113278983.31,5644,20087.6625192223,20070.6915857548,118202350.4,963
2014,"Region_7","Sharks",177281.7,823,340.975679373371,215.409113001215,2454708,168
2014,"Region_7","Shrimps, prawns",5696160.04,37197,401.259197874536,153.134931311665,373199039,2934
2014,"Region_7",NA,16681084,1373,19095.0029434511,12149.3692643846,46384097,641
2014,"Region_8","Cephalopods",2468664.9,3377,733.814386098004,731.023067811667,12593452.5,283
2014,"Region_8","Crustaceans",9139095.6,18893,607.025944654244,483.729190705552,169747663.215,4566
2014,"Region_8","Demersal marine fishes",8698989.52,162428,117.79290663456,53.5559726155589,183486405.36,17669
2014,"Region_8","Diadromous fishes",76368,938,140.299589737014,81.4157782515991,391650,166
2014,"Region_8","Marine fishes NEI",524145.4,15413,111.195305997664,34.0067086225913,3978645,1689
2014,"Region_8","Molluscs excl. Cephalopods",2812428,2501,1197.64614065739,1124.52139144342,9721592.4,424
2014,"Region_8","Pelagic marine fishes",134700530,36987,9401.8795339453,3641.83442831265,584042554,3154
2014,"Region_8","Sharks",3678716.95,18265,503.947851279369,201.407990692581,51370377.36,1417
2014,"Region_8","Shrimps, prawns",15304288.794,152284,264.612468036939,100.498337277718,1009623570.16,9497
2014,"Region_8",NA,1029093.35,11043,290.795773055469,93.1896540795074,4342471,874
2014,"Region_9","Cephalopods",14617.8,146,117.33224137931,100.121917808219,731950,40
2014,"Region_9","Crustaceans",11720.15,214,59.082905982906,54.7670560747664,518075,78
2014,"Region_9","Demersal marine fishes",5623067.62,101056,64.0199452125435,55.643085220076,120030592,26907
2014,"Region_9","Diadromous fishes",153205.6,892,177.90604519774,171.755156950673,907571,295
2014,"Region_9","Marine fishes NEI",861469.45,12330,73.6767952380227,69.8677575020276,10544332.5,3164
2014,"Region_9","Molluscs excl. Cephalopods",698060,1359,558.500457192836,513.657100809419,8766694,409
2014,"Region_9","Pelagic marine fishes",1032010.32,14274,84.5242855149394,72.3000084068937,27373288.75,3963
2014,"Region_9","Sharks",1003022.9,9297,119.766832668706,107.886726901151,9885725,2266
2014,"Region_9","Shrimps, prawns",3462698.34,4153,1776.63326885028,833.782407897905,172749255.1,1267
2014,"Region_9",NA,452694.2,4920,102.169610070829,92.0110162601626,5743477,1210
2015,"Region_1","Cephalopods",2528,9,280.888888888889,280.888888888889,32365,3
2015,"Region_1","Crustaceans",49481,154,327.419871794872,321.305194805195,3766080,52
2015,"Region_1","Demersal marine fishes",2866050.23,5120,843.868393239762,559.775435546875,38136884.71,1087
2015,"Region_1","Marine algae",6600,2,3300,3300,7700,1
2015,"Region_1","Marine fishes NEI",12514.25,248,102.753750431332,50.460685483871,183660,18
2015,"Region_1","Molluscs excl. Cephalopods",748555.95,615,1626.75693456302,1217.16414634146,12793623.85,387
2015,"Region_1","Other marine invertebrates",18042,82,220.365231259968,220.024390243902,490028,19
2015,"Region_1","Pelagic marine fishes",497798,400,1392.89246153007,1244.495,8632420.5,119
2015,"Region_1","Sharks",88842.7,395,332.754434271284,224.918227848101,1381550,100
2015,"Region_1","Shrimps, prawns",131958.84,2347,51.5812454999456,56.2244737963357,17986721.37,677
2015,"Region_1",NA,141375.9,884,232.238525932869,159.927488687783,2051062,167
2015,"Region_1_2_Baja_TBD","Cephalopods",115,3,38.3333333333333,38.3333333333333,1725,1
2015,"Region_1_2_Baja_TBD","Demersal marine fishes",1448577.38,498,3481.9133686067,2908.78991967871,25572660,189
2015,"Region_1_2_Baja_TBD","Molluscs excl. Cephalopods",79751.96,38,2098.73578947368,2098.73578947368,2895946.45,38
2015,"Region_1_2_Baja_TBD","Other marine invertebrates",113164,243,498.757731958763,465.695473251029,1623698,97
2015,"Region_1_2_Baja_TBD","Pelagic marine fishes",205146.2,143,1834.98413461538,1434.58881118881,3247260.8,32
2015,"Region_1_2_Baja_TBD","Sharks",5333,16,303.305555555556,333.3125,94376,6
2015,"Region_1_2_Baja_TBD","Shrimps, prawns",50161.6,827,70.7338932496075,60.6548972188634,8884140,196
2015,"Region_1_2_Baja_TBD",NA,20249.1,131,168.563541666667,154.573282442748,248326,32
2015,"Region_2","Cephalopods",42002.01,543,84.8754893138358,77.3517679558011,1561845.5,127
2015,"Region_2","Crustaceans",14427,218,73.9828296703297,66.1788990825688,2929230,52
2015,"Region_2","Demersal marine fishes",588864.84,4861,167.047348819366,121.14067887266,9712788.6,1102
2015,"Region_2","Marine algae",699305.9,127,10081.238476305,5506.34566929134,1164952,13
2015,"Region_2","Marine fishes NEI",4962,242,28.364092290688,20.504132231405,41992,47
2015,"Region_2","Molluscs excl. Cephalopods",267959.29,210,1798.89475529101,1275.99661904762,5257813.09,144
2015,"Region_2","Other marine invertebrates",1438,18,113.22619047619,79.8888888888889,97439,3
2015,"Region_2","Pelagic marine fishes",1026063.4,1116,1356.20583753415,919.41164874552,14934134.3,259
2015,"Region_2","Sharks",167597.225,1381,157.255830170224,121.359322954381,2626124.5,289
2015,"Region_2","Shrimps, prawns",4075.2,6,679.2,679.2,764100,2
2015,"Region_2",NA,60519.18,1537,66.3358201325792,39.374873129473,1342815.24,287
2015,"Region_3","Cephalopods",111442.3,420,266.26726618705,265.33880952381,3328924,139
2015,"Region_3","Crustaceans",63809,162,507.245305164319,393.882716049383,12209542,71
2015,"Region_3","Demersal marine fishes",1088705.75,10566,109.580156443912,103.038590762824,26398514,3445
2015,"Region_3","Marine algae",25434,12,2998.8,2119.5,55107,5
2015,"Region_3","Marine fishes NEI",44659.5,807,61.8524388016076,55.3401486988848,460367.5,238
2015,"Region_3","Molluscs excl. Cephalopods",346650.72,344,966.51864,1007.70558139535,12358943,125
2015,"Region_3","Other marine invertebrates",6700,6,1116.66666666667,1116.66666666667,279500,2
2015,"Region_3","Pelagic marine fishes",693181.8,2125,330.235603964961,326.2032,11952476,723
2015,"Region_3","Sharks",405411.5,1860,214.749282733438,217.963172043011,4952265.5,639
2015,"Region_3",NA,237528.05,1309,195.061829710145,181.457639419404,2546708,460
2015,"Region_3_4_BCS_TBD","Demersal marine fishes",52,9,5.77777777777778,5.77777777777778,202,3
2015,"Region_3_4_BCS_TBD","Molluscs excl. Cephalopods",2618,3,872.666666666667,872.666666666667,7480,1
2015,"Region_3_4_BCS_TBD","Sharks",668,9,74.2222222222222,74.2222222222222,2868,3
2015,"Region_4","Cephalopods",87139,186,492.368650793651,468.489247311828,387307,42
2015,"Region_4","Crustaceans",78970,255,332.656704980843,309.686274509804,1865900,87
2015,"Region_4","Demersal marine fishes",2829393.83,31509,110.898756460905,89.7963702434225,68171971.4,7038
2015,"Region_4","Marine fishes NEI",58198.7,1108,61.7740851904279,52.5259025270758,586584,283
2015,"Region_4","Molluscs excl. Cephalopods",185894,707,300.820285425025,262.933521923621,795569,269
2015,"Region_4","Pelagic marine fishes",519057.4,14141,66.0586497320358,36.7058482426985,13565726,1914
2015,"Region_4","Sharks",753372,3004,275.456560706663,250.789613848202,10196007,692
2015,"Region_4","Shrimps, prawns",25649.6,183,191.363642773523,140.16174863388,1257950,19
2015,"Region_4",NA,388342.5,4379,105.159482470299,88.6829184745376,6233626,1059
2015,"Region_4_5_6_Sonora_TBD","Cephalopods",1970,6,328.333333333333,328.333333333333,115200,2
2015,"Region_4_5_6_Sonora_TBD","Demersal marine fishes",8216,32,257.666666666667,256.75,123450,12
2015,"Region_4_5_6_Sonora_TBD","Marine fishes NEI",110,3,36.6666666666667,36.6666666666667,1500,1
2015,"Region_4_5_6_Sonora_TBD","Molluscs excl. Cephalopods",19565,9,1638.75,2173.88888888889,979100,4
2015,"Region_4_5_6_Sonora_TBD","Pelagic marine fishes",2019422.24,143,17992.7262183908,14121.8338461538,2724302.08,29
2015,"Region_4_5_6_Sonora_TBD","Shrimps, prawns",35847.2,195,299.2015992004,183.831794871795,2310920,26
2015,"Region_4_5_6_Sonora_TBD",NA,29800,4,14633.3333333333,7450,38000,2
2015,"Region_5","Cephalopods",9106,134,141.735903227208,67.955223880597,97074,11
2015,"Region_5","Crustaceans",111378,247,447.977366255144,450.923076923077,2461782,81
2015,"Region_5","Demersal marine fishes",14760338.1,30367,715.571560698183,486.065073928936,156654515.2,6439
2015,"Region_5","Marine fishes NEI",19370.5,329,78.4184770444975,58.8768996960486,146248,49
2015,"Region_5","Molluscs excl. Cephalopods",269075,301,1128.34508547009,893.936877076412,2422615,89
2015,"Region_5","Pelagic marine fishes",251249.8,841,449.378937382645,298.751248513674,4632735,238
2015,"Region_5","Sharks",1521520.25,4233,386.942594222469,359.442534845263,13554901,485
2015,"Region_5","Shrimps, prawns",2539202.76,24422,100.2279065866,103.971941691917,216737655,2273
2015,"Region_5",NA,1144,40,29.7458333333333,28.6,6540,4
2015,"Region_6","Cephalopods",81731,628,136.670379537954,130.144904458599,3692490,202
2015,"Region_6","Crustaceans",1419649,1814,1228.38240843428,782.606945975744,28429476.71,587
2015,"Region_6","Demersal marine fishes",1351155.77,5327,319.507221988137,253.642907828046,33276916.1,1593
2015,"Region_6","Marine fishes NEI",10625,67,176.304347826087,158.582089552239,65515,23
2015,"Region_6","Molluscs excl. Cephalopods",640970.64,550,1109.71530891439,1165.40116363636,22786623.664,206
2015,"Region_6","Pelagic marine fishes",1141648.72,1397,1006.89670854648,817.214545454545,13922740.9,405
2015,"Region_6","Sharks",356764.15,589,705.026445578231,605.711629881155,6449974,196
2015,"Region_6","Shrimps, prawns",112862.2,424,705.135661819182,266.184433962264,7919645,87
2015,"Region_6",NA,383441.8,640,1354.93466363301,599.1278125,6579760,173
2015,"Region_7","Cephalopods",793942.25,1883,692.626065622852,421.636882634095,9295053.5,294
2015,"Region_7","Crustaceans",2387004,3578,688.268202584453,667.133594186696,37979019.5,1260
2015,"Region_7","Demersal marine fishes",4333500.3,13262,396.976021995448,326.760692203288,63315718.75,3393
2015,"Region_7","Marine fishes NEI",12398.3,236,100.280533048065,52.5351694915254,128662,31
2015,"Region_7","Molluscs excl. Cephalopods",3261934.4,1443,2354.73467814237,2260.5227997228,21735447.8,494
2015,"Region_7","Pelagic marine fishes",231310017.22,16515,16140.3383369291,14006.0561441114,359908599.125,2688
2015,"Region_7","Sharks",381383.35,1146,465.838674899237,332.795244328098,5031418,236
2015,"Region_7","Shrimps, prawns",4374346.96,30293,389.971349381163,144.401246492589,284384055,2439
2015,"Region_7",NA,21934200.2,1896,24463.4554328073,11568.6709915612,38002512.4,656
2015,"Region_8","Cephalopods",680584.2,2816,626.268346093066,241.684730113636,6336099,363
2015,"Region_8","Crustaceans",9989592.6,23801,506.106778308483,419.713146506449,179549413.53,5452
2015,"Region_8","Demersal marine fishes",10469114.7,242703,104.929416637343,43.1354977070741,215981229.01,23216
2015,"Region_8","Diadromous fishes",147769.4,2217,145.738526517784,66.6528642309427,1222393,301
2015,"Region_8","Marine algae",4222,8,488.866666666667,527.75,191768,2
2015,"Region_8","Marine fishes NEI",497031.6,19096,55.5868243033246,26.0280477586929,4976054,2022
2015,"Region_8","Molluscs excl. Cephalopods",2200957,5437,499.10573092966,404.810925142542,15490596,1001
2015,"Region_8","Pelagic marine fishes",121784034.8,47229,5344.18321810881,2578.58592813737,712494774.5,3716
2015,"Region_8","Sharks",4103946.79,19532,464.599078079191,210.114007270121,60345485.3,1771
2015,"Region_8","Shrimps, prawns",14247418.912,148299,246.855635656345,96.0722520853141,958958560.56,9189
2015,"Region_8",NA,240760.5,7326,87.1266563613771,32.8638411138411,2076038,555
2015,"Region_9","Cephalopods",8820,89,125.103969754253,99.1011235955056,437865,23
2015,"Region_9","Crustaceans",43997,741,62.4655853405853,59.3751686909582,1779644,234
2015,"Region_9","Demersal marine fishes",7106099.836,108243,73.8390684030768,65.6495093077612,164491774.11,29129
2015,"Region_9","Diadromous fishes",230029,1629,147.201200838169,141.208717004297,1456121,517
2015,"Region_9","Marine fishes NEI",1200190.4,13840,81.2810295401473,86.7189595375722,15948439,3687
2015,"Region_9","Molluscs excl. Cephalopods",769992,1287,580.248366013072,598.284382284382,10401982,425
2015,"Region_9","Pelagic marine fishes",1708620.89,14770,142.278948533231,115.681847664184,66036017,4093
2015,"Region_9","Sharks",1479724.8,9525,160.155828422494,155.35168503937,15559261.5,2303
2015,"Region_9","Shrimps, prawns",3561347.69,4411,914.800978584987,807.378755384267,157026600.76,1289
2015,"Region_9",NA,475059.35,5088,109.306027512489,93.3685829402516,7247459.5,1186
2016,"Region_1","Cephalopods",8317.5,82,115.707246376812,101.432926829268,466710,23
2016,"Region_1","Crustaceans",62188,236,293.254734848485,263.508474576271,7211869,88
2016,"Region_1","Demersal marine fishes",2084579.52,5268,484.305383481578,395.706059225513,26983144.4455,993
2016,"Region_1","Marine fishes NEI",7570,178,49.1757215007215,42.5280898876404,77240,20
2016,"Region_1","Molluscs excl. Cephalopods",895598.69,689,1524.77787425753,1299.85296081277,11434759.0135,473
2016,"Region_1","Other marine invertebrates",3861,28,139.87037037037,137.892857142857,130140,9
2016,"Region_1","Pelagic marine fishes",514163,316,1716.96046548581,1627.09810126582,7884838,73
2016,"Region_1","Sharks",35524.6,401,114.487579916226,88.5900249376559,640569,72
2016,"Region_1","Shrimps, prawns",83164,1040,95.3007359208064,79.9653846153846,9635370,112
2016,"Region_1",NA,134560,949,326.887195485205,141.791359325606,2424707,144
2016,"Region_1_2_Baja_TBD","Cephalopods",380,2,190,190,3040,1
2016,"Region_1_2_Baja_TBD","Demersal marine fishes",2076245.55,597,4153.42390924956,3477.79824120603,34050020,191
2016,"Region_1_2_Baja_TBD","Molluscs excl. Cephalopods",54789.59,25,2191.5836,2191.5836,1090081.8,25
2016,"Region_1_2_Baja_TBD","Other marine invertebrates",53590,116,460.598290598291,461.98275862069,1234000,39
2016,"Region_1_2_Baja_TBD","Pelagic marine fishes",3054,36,94.8416666666667,84.8333333333333,39890,10
2016,"Region_1_2_Baja_TBD",NA,5296,64,88.6862745098039,82.75,78564,17
2016,"Region_2","Cephalopods",71301.216,618,134.929530994045,115.37413592233,2959100.5,142
2016,"Region_2","Crustaceans",6939,110,64.8833333333333,63.0818181818182,1609630,40
2016,"Region_2","Demersal marine fishes",692674.95,4449,189.041865463068,155.692279163857,11373909.52,1173
2016,"Region_2","Marine algae",427200,57,9697.44897959184,7494.73684210526,417000,7
2016,"Region_2","Marine fishes NEI",1917.5,47,41.6062925170068,40.7978723404255,21866,14
2016,"Region_2","Molluscs excl. Cephalopods",381324.05,427,1663.35200737534,893.03056206089,7080494.65,216
2016,"Region_2","Pelagic marine fishes",2887116.7,1446,2425.80780650527,1996.62289073306,27931859,389
2016,"Region_2","Sharks",366199.27,1746,307.355181736038,209.736122565865,6490344.4,419
2016,"Region_2",NA,829650.64,2007,636.627933662867,413.378495266567,37109171.6041,802
2016,"Region_3","Cephalopods",119965.1,521,226.402141527002,230.259309021113,3778670,179
2016,"Region_3","Crustaceans",78122,141,591.647222222222,554.056737588652,19757041.5,60
2016,"Region_3","Demersal marine fishes",1396087.2,10073,145.601309459914,138.596962176114,34092139,3583
2016,"Region_3","Diadromous fishes",2374.8,9,263.866666666667,263.866666666667,51148,3
2016,"Region_3","Marine algae",5136,4,1284,1284,10378,2
2016,"Region_3","Marine fishes NEI",21170,543,38.902394106814,38.9871086556169,276036,181
2016,"Region_3","Molluscs excl. Cephalopods",169217.72,223,739.191263157895,758.823856502242,11490489,95
2016,"Region_3","Other marine invertebrates",2000,3,666.666666666667,666.666666666667,20000,1
2016,"Region_3","Pelagic marine fishes",1425435.16,1709,1138.24584848485,834.075576360445,11883437,605
2016,"Region_3","Sharks",492247.9,2215,214.815441525183,222.23381489842,8125400,811
2016,"Region_3",NA,665060.2,1633,410.336819172113,407.262829148806,5857402,612
2016,"Region_3_4_BCS_TBD","Demersal marine fishes",371.8,5,74.36,74.36,17030,5
2016,"Region_3_4_BCS_TBD",NA,25.3,1,25.3,25.3,276,1
2016,"Region_4","Cephalopods",7333,63,116.774509803922,116.396825396825,212630,17
2016,"Region_4","Crustaceans",81150,185,452.083333333333,438.648648648649,1657700,68
2016,"Region_4","Demersal marine fishes",3163006.05,29730,128.853370207984,106.391054490414,81377311,6553
2016,"Region_4","Marine fishes NEI",44537.3,963,51.0495238095238,46.2484942886812,482516,240
2016,"Region_4","Molluscs excl. Cephalopods",240376,1125,260.015793891877,213.667555555556,1074619,381
2016,"Region_4","Pelagic marine fishes",438282.42,12727,60.0386112782287,34.4372137974385,13385789,1671
2016,"Region_4","Sharks",853920.75,2915,304.530055390212,292.940222984563,12512667,648
2016,"Region_4","Shrimps, prawns",19891.2,105,174.369429618001,189.44,1867040,7
2016,"Region_4",NA,294438.02,3560,93.8995195718361,82.7073089887641,4932060,891
2016,"Region_4_5_6_Sonora_TBD","Cephalopods",5380,30,180.075757575758,179.333333333333,138400,3
2016,"Region_4_5_6_Sonora_TBD","Crustaceans",8909,4,1604.5,2227.25,152530,2
2016,"Region_4_5_6_Sonora_TBD","Demersal marine fishes",44924,188,218.188662131519,238.957446808511,985320,28
2016,"Region_4_5_6_Sonora_TBD","Marine fishes NEI",3515,12,462.460317460317,292.916666666667,48870,3
2016,"Region_4_5_6_Sonora_TBD","Molluscs excl. Cephalopods",17894,16,1215.86666666667,1118.375,874236,5
2016,"Region_4_5_6_Sonora_TBD","Pelagic marine fishes",116122017.44,6927,23718.4624171307,16763.6808777248,162136341.95,1001
2016,"Region_4_5_6_Sonora_TBD","Sharks",2200,14,157.142857142857,157.142857142857,34000,1
2016,"Region_4_5_6_Sonora_TBD","Shrimps, prawns",139212.8,452,763.975494291284,307.992920353982,10079260,57
2016,"Region_5","Cephalopods",13516,291,138.469704147799,46.446735395189,320027,18
2016,"Region_5","Crustaceans",54506,66,867.1,825.848484848485,1572115,25
2016,"Region_5","Demersal marine fishes",15235816.18,34428,681.600586473269,442.541425002905,199867716,6451
2016,"Region_5","Marine fishes NEI",42549.5,719,66.248007453427,59.1787204450626,326781,85
2016,"Region_5","Molluscs excl. Cephalopods",237485,238,1050.62089201878,997.836134453781,1300770,71
2016,"Region_5","Pelagic marine fishes",90519.9,379,547.803014531483,238.838786279683,1842502,51
2016,"Region_5","Sharks",1372210,5894,269.556375907475,232.814726840855,13312441,628
2016,"Region_5","Shrimps, prawns",2479557.76,21959,128.926033341893,112.917608269958,206793943,1294
2016,"Region_5",NA,18565,233,94.7677960927961,79.6781115879828,137860,26
2016,"Region_6","Cephalopods",125880,854,153.251493428913,147.400468384075,6788120,279
2016,"Region_6","Crustaceans",1293875,2294,1040.90103774059,564.025719267655,32340250,603
2016,"Region_6","Demersal marine fishes",1568096.85,6214,266.894569070703,252.349026392018,39696810,2128
2016,"Region_6","Marine fishes NEI",4454,41,106.755555555556,108.634146341463,52369,15
2016,"Region_6","Molluscs excl. Cephalopods",849234.9,767,1280.3713559322,1107.21629726206,23997158.16,295
2016,"Region_6","Pelagic marine fishes",786185,1641,644.388440857346,479.088970140158,11326852,445
2016,"Region_6","Sharks",598438.55,1062,569.39852292769,563.501459510358,11048568,378
2016,"Region_6","Shrimps, prawns",134022.4,381,391.623944244364,351.764829396325,11107575,119
2016,"Region_6",NA,4334000.7,652,12994.9269779507,6647.24033742331,9101335,257
2016,"Region_7","Cephalopods",365941.75,1137,464.924700393288,321.848504837291,5922148.5,245
2016,"Region_7","Crustaceans",2914506.3,4190,739.198482864313,695.586229116945,50174762.5,1478
2016,"Region_7","Demersal marine fishes",4585392,17205,331.373807479596,266.51508282476,88859984,4398
2016,"Region_7","Marine fishes NEI",19113,318,78.9010831646281,60.1037735849057,349747,51
2016,"Region_7","Molluscs excl. Cephalopods",3709269.9,1456,2596.49073817762,2547.57548076923,33784779.8,510
2016,"Region_7","Pelagic marine fishes",102021690.8,8944,9350.0374224897,11406.7185599284,370298005.44,1790
2016,"Region_7","Sharks",489168.35,1367,480.908712893542,357.840782735918,5759786,353
2016,"Region_7","Shrimps, prawns",5402990,35802,352.875706540224,150.913077481705,423958270,3290
2016,"Region_7",NA,6115810.5,1188,9895.71663401254,5147.98863636364,22434334.4,406
2016,"Region_8","Cephalopods",474247.1,2018,380.850292350871,235.008473736373,9732526,396
2016,"Region_8","Crustaceans",10631352.2,23583,501.65643672996,450.805758385277,212486523.79,6555
2016,"Region_8","Demersal marine fishes",14097639.315,295577,101.491477253091,47.6953190370022,348004572.795,33423
2016,"Region_8","Diadromous fishes",199072,2319,150.938525349016,85.8438982319965,1720424.69,386
